,Compound,myY,Fit,AbsResidual
113499,Cl4Cu4O12Sr2Te4,1.2485,1.3130389231443405,0.06453892314434051
217507,Mo1Ni1O3,0.0,0.06453732311725617,0.06453732311725617
146788,Er12S18,1.4617,1.3971890324354173,0.06451096756458274
75754,Bi1Cl1Te1,0.0,0.06447378218173981,0.06447378218173981
2512,Ag3Bi3Te6,0.23850000000000002,0.17403259694576265,0.06446740305423737
144410,Cu4Se8Si2Zn2,0.7576,0.8220493501424789,0.06444935014247888
103333,C8Cd4Cl12H32N4,4.1682,4.103790772557258,0.06440922744274147
146008,Dy2O8P2,5.9062,5.970577993392944,0.06437799339294425
76082,Bi4Cr4O12,1.4043,1.468663272857666,0.06436327285766597
30383,As4B2P4,0.0,0.06434341371059418,0.06434341371059418
149993,Fe2Li4O8Si2,2.8294,2.893702954649925,0.06430295464992497
231991,O4Si2,5.0088,5.073090763092041,0.06429076309204085
203499,La1Se1Te1,0.0,0.06429028034210205,0.06429028034210205
220780,Na2O6Ta2,2.5251999999999994,2.5894897705316544,0.06428977053165497
95892,Ca10F2O24P6,5.520099999999999,5.455824110507965,0.06427588949203411
229607,Ni2S2Tl1,0.0,0.06417744040489197,0.06417744040489197
132303,Cr2O10Pb4,1.9023,1.8381231379508973,0.06417686204910278
219883,Na1Nb1O3,1.8330000000000002,1.7688432508707046,0.06415674912929559
73055,B1F3Nb1,0.0,0.06405364513397217,0.06405364513397217
185538,H8O24S4Ti4,2.7353,2.6712746232748033,0.06402537672519681
247033,Se2Tl1W1,0.0,0.06401037156581879,0.06401037156581879
153299,Fe3P3V3,0.064,0.0,0.064
231994,O4Si2,5.0091,5.073090763092041,0.06399076309204066
91753,Br1O3V1,0.0,0.06397257566452026,0.06397257566452026
48139,Ba2Ca1Cu2O7Tl1,0.0,0.06394683063030243,0.06394683063030243
234432,O2U1,0.0,0.06388274192810059,0.06388274192810059
234426,O2U1,0.0,0.06388274192810059,0.06388274192810059
234437,O2U1,0.0,0.06388274192810059,0.06388274192810059
234433,O2U1,0.0,0.06388274192810059,0.06388274192810059
51450,Ba2F12Zr2,6.2605,6.1966380178928375,0.06386198210716287
159982,Ga2Li2O16W4,3.176,3.2398537039756774,0.06385370397567725
108464,Cd1Nb1Se2,0.0,0.06384658932685852,0.06384658932685852
110104,Cd8Sb8,0.0638,0.0,0.0638
145306,Cu1Te2W1,0.0,0.06379400372505188,0.06379400372505188
231997,O4Si2,5.009399999999999,5.073090763092041,0.06369076309204136
231996,O4Si2,5.009399999999999,5.073090763092041,0.06369076309204136
50436,Ba2Cu3O6Y1,0.0,0.063673495054245,0.063673495054245
50446,Ba2Cu3O6Y1,0.0,0.063673495054245,0.063673495054245
50440,Ba2Cu3O6Y1,0.0,0.063673495054245,0.063673495054245
50442,Ba2Cu3O6Y1,0.0,0.063673495054245,0.063673495054245
50445,Ba2Cu3O6Y1,0.0,0.063673495054245,0.063673495054245
1844,Ag1Ba1Te2,0.0,0.0636658263206482,0.0636658263206482
164045,Ga4S4,1.7055,1.7691543823480607,0.06365438234806065
228923,Ni1Se4V2,0.0,0.06362419605255128,0.06362419605255128
147113,Eu2P2Pd2,0.0,0.06361269295215606,0.06361269295215606
205916,Li4O10Si2V2,2.0821,2.1456935840845106,0.06359358408451055
242102,Rb4Sn2Te10,0.4605,0.5240357893705369,0.06353578937053683
144619,Cu1Si1Te2,0.0,0.06351464271545411,0.06351464271545411
195153,K1Mn1Te2,0.0,0.06349766194820404,0.06349766194820404
34482,As1Hg1In1,0.0635,1.9719600677490233e-05,0.0634802803993225
90100,Br12K4Mn4,3.5149,3.4514346116781236,0.06346538832187631
87989,Br1Cu2P1,0.0,0.06338591754436493,0.06338591754436493
40193,Au1Br2Cu1,0.0,0.06337770104408265,0.06337770104408265
40194,Au1Br2Cu1,0.0,0.06337770104408265,0.06337770104408265
92323,Br1Sc1Te2,0.0,0.06330320477485657,0.06330320477485657
12021,Al1Au1Os1,0.0633,0.0,0.0633
101482,Ca8P12Pt2,0.0408,0.10409429430961609,0.06329429430961608
232001,O4Si2,5.0098,5.073090763092041,0.06329076309204051
105870,Cd1Ge1Te4Tl2,0.3694,0.43267487943172456,0.06327487943172455
169777,Ge4Na8Se10,1.6582,1.721465266942978,0.06326526694297807
171022,Ge2O8Th2,3.7516,3.6883771169185637,0.06322288308143609
187735,In1Nb1Ni1,0.0632,0.0,0.0632
51287,Ba1F3Hf1,0.0,0.06314051806926728,0.06314051806926728
156911,F24O6Tc6,1.9406,1.8774955117702485,0.06310448822975157
45638,Au1Pb1Sc1,0.0631,0.0,0.0631
100864,Ca4O12Tc4,0.781,0.844078882932663,0.06307888293266295
50465,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50475,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50449,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50468,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50473,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50484,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50464,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50457,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50455,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50490,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50463,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50489,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50453,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50479,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
50450,Ba2Cu3O7Y1,0.0,0.06300960183143615,0.06300960183143615
17388,Al1Cr2Sc1,0.063,0.0,0.063
32693,As2Cu2P2,0.0,0.06299974203109741,0.06299974203109741
32694,As2Cu2P2,0.0,0.06299974203109741,0.06299974203109741
32692,As2Cu2P2,0.0,0.06299974203109741,0.06299974203109741
162495,Ga1O3W1,0.0,0.06299426436424256,0.06299426436424256
231194,O30Rb4Si12Ti2,3.9851999999999994,4.048181498646736,0.06298149864673652
52963,Ba2Ho1O6Ru1,1.4574,1.3944638931751252,0.06293610682487483
155711,F3Ge1Sb1,0.0,0.06292250692844391,0.06292250692844391
155712,F3Ge1Sb1,0.0,0.06292250692844391,0.06292250692844391
194589,K1Li2Te1,0.0,0.06291812479496002,0.06291812479496002
232006,O4Si2,5.0102,5.073090763092041,0.06289076309204056
231195,O30Rb4Si12Ti2,3.9853,4.048181498646736,0.06288149864673587
230427,O4Pb2Pd2,0.2632,0.32602470576763154,0.06282470576763155
9076,Ag1O3V1,0.1234,0.1861579602956772,0.06275796029567719
151994,Fe1O3S1,0.0,0.06275762915611267,0.06275762915611267
34141,As4Ge1Te7,0.363,0.4256979751586914,0.06269797515869141
134754,Cs4F24K2Mn6,1.9925999999999997,1.9299107581377029,0.06268924186229685
223303,Nb8Ni4O24,3.1269999999999993,3.0643492579460143,0.06265074205398502
232007,O4Si2,5.010500000000001,5.073090763092041,0.06259076309203948
76083,Bi4Cr4O12,1.4061,1.468663272857666,0.06256327285766616
40144,Au1Br2Ca1,0.0,0.0625593376159668,0.0625593376159668
116576,Cl1Mn1Se2,0.0,0.06244814097881317,0.06244814097881317
116577,Cl1Mn1Se2,0.0,0.06244814097881317,0.06244814097881317
180451,Hg1In1Se1,0.0,0.06244430661201477,0.06244430661201477
86832,Br6C4Cu2H16N2O2,0.7729999999999999,0.8353852778673172,0.06238527786731729
80666,Bi12O20Si1,2.4162,2.478541271686554,0.06234127168655412
190058,In4Sb12Sr10,0.0623,0.0,0.0623
226877,Ni1O3Ta1,0.0,0.06228216767311096,0.06228216767311096
104658,Cd2Cu1O8P2,1.8926,1.8303393733501434,0.062260626649856654
40044,Au1Bi1Se2,0.0,0.06224875390529633,0.06224875390529633
40043,Au1Bi1Se2,0.0,0.06224875390529633,0.06224875390529633
73584,B3Ge3La3O15,3.9163,3.978499550819397,0.062199550819396876
95887,Ca10F2O24P6,5.517999999999999,5.455824110507965,0.062175889492033676
59984,B1Br1Cl1,0.0,0.0621490603685379,0.0621490603685379
59985,B1Br1Cl1,0.0,0.0621490603685379,0.0621490603685379
73585,B3Ge3La3O15,3.9164,3.978499550819397,0.06209955081939711
219882,Na1Nb1O3,1.8309000000000002,1.7688432508707046,0.062056749129295596
196665,K2O2Tl2,1.1669,1.104859098792076,0.06204090120792394
225576,Nb1Se2Tl1,0.0,0.06201869189739227,0.06201869189739227
87295,Br2Cl1Se1,0.0,0.062003902196884154,0.062003902196884154
19996,Al1Ge1O3,0.0,0.06197541832923889,0.06197541832923889
56425,Ba4O16U4,3.011,3.0729437172412872,0.06194371724128711
94227,Ca1Cl2Cu1,0.0,0.061937074661254886,0.061937074661254886
230621,O8Pb2W2,3.3826,3.4445174139738084,0.061917413973808344
80071,Bi1Na1Te2,0.0,0.06188065469264984,0.06188065469264984
80072,Bi1Na1Te2,0.0,0.06188065469264984,0.06188065469264984
95884,Ca10F2O24P6,5.5177,5.455824110507965,0.061875889492034375
37193,As2O14Pb3Te1Zn3,3.0029,2.9410261619091034,0.06187383809089653
10955,Ag16S32Sn12,0.4251,0.36323066234588625,0.06186933765411373
226703,Ni2O8S2,2.8471,2.785238577723503,0.06186142227649727
24137,Al2Na2O12Si4,5.2371,5.175298001170159,0.061801998829841054
105407,Cd1Ga1Se2,0.0,0.06178589105606079,0.06178589105606079
78357,Bi4I12,2.2696,2.207884822487831,0.06171517751216893
231325,O6Re1Sr2Yb1,0.0,0.06171303808689117,0.06171303808689117
49591,Ba1Co2Nd1O5,0.0,0.06169550955295563,0.06169550955295563
114733,Cl2Ge1Te1,0.0,0.06169550955295563,0.06169550955295563
119018,Co1Cr2Se4,0.1534,0.09171586275100709,0.061684137248992923
118433,Cl1Te2W1,0.0,0.061671955585479735,0.061671955585479735
97219,Ca1Hg2P1,0.0,0.0616538792848587,0.0616538792848587
82943,B8La2O24Sc6,4.7135,4.775133074522018,0.06163307452201838
182718,Hg1Pb1Se1,0.10240000000000002,0.04077356100082397,0.061626438999176046
117688,Cl2Pd1Se1,0.0,0.061625943183898926,0.061625943183898926
33273,As1F3I1,0.0,0.061619369983673095,0.061619369983673095
33274,As1F3I1,0.0,0.061619369983673095,0.061619369983673095
76839,Bi2Fe2O6,1.8914,1.9530117225646972,0.06161172256469727
16129,Al6Cl2Na8O24Si6,4.689899999999999,4.751510636210441,0.06161063621044249
240380,P1Se2Sr1,0.0,0.06157938301563263,0.06157938301563263
7239,Ag1K2P1,0.0,0.06157828748226166,0.06157828748226166
235088,Pb2Pd3S2,0.0813,0.01974918007850647,0.06155081992149353
230754,O72P12Pb12V12,2.3151,2.253559252023697,0.061540747976303045
222488,Na2Se1Te1,0.0,0.06153994381427765,0.06153994381427765
134141,Cr5Se8Tl1,0.1766,0.11509618818759919,0.06150381181240082
24133,Al2Na2O12Si4,5.2368,5.175298001170159,0.061501998829840865
82787,B1K2Tc1,0.0615,0.0,0.0615
103380,C2Cd2O6,2.78,2.8414816176891327,0.06148161768913285
247054,Se2Tl1Zn1,0.0,0.061457778811454776,0.061457778811454776
92108,Br16Rb8Zn4,3.7326,3.7940489792823793,0.061448979282379135
10969,Ag12S8Tl4,1.114,1.052564908862114,0.06143509113788603
32809,As1Cu1Se2,0.0,0.06142217397689819,0.06142217397689819
32810,As1Cu1Se2,0.0,0.06142217397689819,0.06142217397689819
24132,Al2Na2O12Si4,5.236700000000001,5.175298001170159,0.061401998829841986
249323,Tc1Ti2Tl1,0.0614,0.0,0.0614
103381,C2Cd2O6,2.7801000000000005,2.8414816176891327,0.061381617689132195
118645,C2Na4O6,3.8493,3.910623041987419,0.061323041987419113
100910,Ca1O3Tl1,0.0,0.061282493472099304,0.061282493472099304
113566,Cl12Cu4Rb4,1.0576,1.1188183850049973,0.06121838500499721
184355,H14Hg2O14Te2,2.6606,2.721702572107315,0.061102572107314845
10954,Ag16S32Sn12,0.42429999999999995,0.36323066234588625,0.06106933765411371
34134,As2Ge1Te4,0.24600000000000002,0.3070374691486359,0.061037469148635864
230523,O16Pb4Te2U2,2.6855000000000007,2.746476415991783,0.060976415991782495
232062,O6Si3,5.6365,5.575563716888428,0.06093628311157229
231216,O3Rb1Tc1,0.0,0.06090015232563019,0.06090015232563019
32715,As4Cu4P4,0.0,0.06088645815849304,0.06088645815849304
115799,Cl1K1Te1,0.0,0.06083825469017029,0.06083825469017029
92667,Br1Te2W1,0.0,0.06080538868904114,0.06080538868904114
24122,Al2Na2O12Si4,5.2361,5.175298001170159,0.06080199882984161
190358,In1Se2Y1,0.0,0.060799363255500796,0.060799363255500796
67562,Be1Hg1Te1,0.10520000000000002,0.04446112632751465,0.060738873672485365
113567,Cl12Cu4Rb4,1.0581,1.1188183850049973,0.060718385004997266
24120,Al2Na2O12Si4,5.236000000000001,5.175298001170159,0.06070199882984184
90065,Br1Ir1Si1,0.0607,0.0,0.0607
146604,Er1Ni1Sb1,0.0607,0.0,0.0607
5623,Ag2Ga2S4,1.4976,1.5582757115364074,0.060675711536407384
19408,Al1F3Sc1,0.0,0.060671185851097105,0.060671185851097105
21424,Al1In1Te2,0.0,0.060671185851097105,0.060671185851097105
72538,Be1Te1Zn1,0.0611,0.00045300304889678956,0.06064699695110321
231052,O24P8U2,3.4957,3.556339052915573,0.060639052915573366
94252,Ca1Cl2Ga1,0.0,0.06063722431659699,0.06063722431659699
112631,C8H24O48Re8S8,1.9415,2.002129413485527,0.060629413485527195
100441,Ca10N12Si4,2.1654,2.2260158997774124,0.06061589977741244
42432,Au1F3Hg1,0.0,0.060608192682266235,0.060608192682266235
118755,C8N8Se12,1.9904,1.9298822742700577,0.060517725729942295
87239,Br1Cl2Pt1,0.0,0.0605013781785965,0.0605013781785965
87240,Br1Cl2Pt1,0.0,0.0605013781785965,0.0605013781785965
146695,Er2O8V2,2.9546,3.015088052153587,0.0604880521535871
97447,Ca2H2Mg5O24Si8,4.8623,4.801824649572373,0.06047535042762764
197365,K1P1Te2,0.0,0.06046851217746735,0.06046851217746735
155696,F3Ge1Pt1,0.0,0.060461391210556034,0.060461391210556034
155695,F3Ge1Pt1,0.0,0.060461391210556034,0.060461391210556034
104487,Cd1Cs1N3O6,2.4161000000000006,2.355663509964943,0.06043649003505758
152267,Fe2O8V4,0.0,0.06041428327560425,0.06041428327560425
152266,Fe2O8V4,0.0,0.06041428327560425,0.06041428327560425
24116,Al2Na2O12Si4,5.2357000000000005,5.175298001170159,0.06040199882984165
136786,Cu2Ge2La6S14,1.8225,1.7621040773391723,0.06039592266082772
225254,Nb6S8,0.0,0.06039018154144287,0.06039018154144287
114503,Cl2Ge1K1,0.0,0.060381417274475095,0.060381417274475095
135068,Cs4Li4O8Si2,3.7680000000000002,3.8283512246608735,0.06035122466087328
222496,Na1Se2Ti1,0.0,0.06031623303890228,0.06031623303890228
49190,Ba8Cl12O2,4.3441,4.28383729994297,0.06026270005702994
172178,Ge6P6Y1,0.0,0.060255430936813355,0.060255430936813355
73666,B1Ge1O3,0.0,0.06022639930248261,0.06022639930248261
90852,Br1Mg1Se2,0.0,0.06021051406860352,0.06021051406860352
248386,Sn2Te6Tl8,0.0,0.060207775235176085,0.060207775235176085
248388,Sn2Te6Tl8,0.0,0.060207775235176085,0.060207775235176085
112760,C4K4O8,2.7369,2.7970884144306183,0.0601884144306184
184444,H8K4Na4O28P8,5.2398,5.179645625352859,0.060154374647140685
37201,As1O3Pt1,0.0,0.0601376610994339,0.0601376610994339
124111,Co2Nb8S16,0.0,0.06007412016391754,0.06007412016391754
142392,Cu1O3Tl1,0.0,0.06007357239723206,0.06007357239723206
80668,Bi12O20Si1,2.4185,2.478541271686554,0.060041271686554154
77191,Bi1F3S1,0.0,0.06002701222896576,0.06002701222896576
117604,Cl1Pb1Te2,0.0,0.06000455379486084,0.06000455379486084
182355,Hg4O4,1.1971,1.1370968115329743,0.06000318846702579
35494,As1K2Re1,0.05999999999999999,0.0,0.05999999999999999
10953,Ag16S32Sn12,0.4232,0.36323066234588625,0.059969337654113775
88878,Br2Ga1Te1,0.0,0.059933891892433165,0.059933891892433165
102484,Ca1Se1Te2,0.0,0.059907599091529845,0.059907599091529845
102485,Ca1Se1Te2,0.0,0.059907599091529845,0.059907599091529845
146602,Er1Ni1Sb1,0.0599,0.0,0.0599
413,Ag1Al1Se2,0.0,0.05988568842411041,0.05988568842411041
86123,B2P2Sr2,0.0,0.05984789252281189,0.05984789252281189
220591,Na4O14Si4Zr2,4.598,4.657824456691742,0.05982445669174208
82636,B12K4P4,0.0,0.059781064987182615,0.059781064987182615
82639,B12K4P4,0.0,0.059781064987182615,0.059781064987182615
80670,Bi12O20Si1,2.4188,2.478541271686554,0.059741271686553965
99845,Ca1Na1Rh1,0.0597,0.0,0.0597
146009,Dy2O8P2,5.9109,5.970577993392944,0.05967799339294455
101454,Ca3P3Pd3,0.0,0.05955593287944794,0.05955593287944794
183625,Hg1S1,0.0,0.05952580571174622,0.05952580571174622
183622,Hg1S1,0.0,0.05952580571174622,0.05952580571174622
183630,Hg1S1,0.0,0.05952580571174622,0.05952580571174622
30660,As1Br1O3,0.0,0.05951211154460907,0.05951211154460907
100474,Ca4O14Os4,0.0687,0.009200289249420165,0.05949971075057983
160392,Ga1Mg1Se2,0.0,0.059444736242294315,0.059444736242294315
101455,Ca4P4Pd4,0.0,0.05932039320468903,0.05932039320468903
168562,Ge16Mg16O48,2.8305,2.889809429049492,0.05930942904949221
190197,In1Sc1Zn1,0.0593,0.0,0.0593
239919,Pr2Te4,0.0,0.059297387003898624,0.059297387003898624
239918,Pr2Te4,0.0,0.059297387003898624,0.059297387003898624
145990,Dy16O24,3.9236,3.9828909963369368,0.059290996336936796
177517,Hf8O24Pb8,2.7825,2.841776316165924,0.05927631616592377
181342,Hg1Li1Se1,0.0,0.05927328526973724,0.05927328526973724
115122,Cl2Hg1Pt1,0.0,0.05925740003585815,0.05925740003585815
184212,Hg3Te3,0.255,0.19580303609371186,0.05919696390628815
214936,Mn2P2Rb2,0.0,0.05918892920017242,0.05918892920017242
145627,C2Yb1,0.1937,0.13454080998897552,0.05915919001102449
164046,Ga4S4,1.71,1.7691543823480607,0.0591543823480607
82105,Bi1Se1Te2,0.0,0.05913415253162384,0.05913415253162384
82104,Bi1Se1Te2,0.0,0.05913415253162384,0.05913415253162384
223950,Nb8O24Zn4,3.6269,3.567786828875542,0.05911317112445813
113527,Cl1Cu2P1,0.0,0.0590815669298172,0.0590815669298172
156097,F12K4Mn4,2.8068,2.8658544963598254,0.059054496359825404
67532,Be1Hg1Se1,0.0,0.05905253529548645,0.05905253529548645
7487,Ag2La2O2S2,1.6669999999999998,1.7260402143001556,0.059040214300155824
16131,Al6Cl2Na8O24Si6,4.6925,4.751510636210441,0.05901063621044145
19381,Al6F38Pb10,5.1733,5.232268475294113,0.05896847529411264
110407,Cd1Se2Te1,0.0,0.05895667612552643,0.05895667612552643
73098,B1F3Sn1,0.0,0.05893805205821991,0.05893805205821991
90227,Br1K1Se1,0.0,0.05892216682434082,0.05892216682434082
90225,Br1K1Se1,0.0,0.05892216682434082,0.05892216682434082
135285,Cs1S2Sm1,0.0,0.0589150458574295,0.0589150458574295
13227,Al1Be1Se2,0.0,0.05888546645641327,0.05888546645641327
118508,C2Mg1Na2O6,4.3983,4.457178067564964,0.058878067564964276
26676,Al2P2Sr1,0.0,0.0588416451215744,0.0588416451215744
225406,Nb1Sc1Se2,0.0597,0.0008901208639144897,0.05880987913608551
24104,Al2Na2O12Si4,5.2341,5.175298001170159,0.05880199882984094
164441,Ga1Se2Tl1,0.0,0.05873647391796112,0.05873647391796112
164440,Ga1Se2Tl1,0.0,0.05873647391796112,0.05873647391796112
16312,Al1Cl2Si1,0.0,0.05873428285121918,0.05873428285121918
87292,Br1Cl1Se2,0.0,0.05872880518436432,0.05872880518436432
156219,F3K1Rh1,0.0,0.0587255185842514,0.0587255185842514
135178,Cs1O3Se1,0.0,0.05872223198413849,0.05872223198413849
177961,Hf1Pb1V2,0.0587,0.0,0.0587
95922,Ca1F3Se1,0.0,0.05869265258312226,0.05869265258312226
246352,Se2Si1W1,0.0,0.058691557049751285,0.058691557049751285
46197,Au2Se2,0.0,0.05867348074913025,0.05867348074913025
25460,Al2O6Pr2,3.9000999999999997,3.9587591350078584,0.05865913500785869
90886,Br1Mg1Te1,0.0,0.05862472951412201,0.05862472951412201
134996,C8Si8,1.737,1.7956115132570267,0.058611513257026626
131835,Cr1Nb2Se4,0.0,0.05858364701271057,0.05858364701271057
131836,Cr1Nb2Se4,0.0,0.05858364701271057,0.05858364701271057
134997,C8Si8,1.7371,1.7956115132570267,0.05851151325702664
93235,B6Si1,0.0585,0.0,0.0585
126198,Co1Sb1Te1,0.0585,9.312033653259277e-06,0.058490687966346745
82797,B1K2Te1,0.0,0.05848395347595215,0.05848395347595215
190550,In4S14Sn6,0.46009999999999995,0.4016225337982178,0.05847746620178218
66921,Be1Ge1O3,0.0,0.0584625905752182,0.0584625905752182
34137,As2Ge3Te6,0.3539,0.4123560220003128,0.0584560220003128
18240,Al1Cu1Te1,0.0,0.058452730774879454,0.058452730774879454
121162,Co1Hf1O3,0.0,0.05835139393806458,0.05835139393806458
168563,Ge16Mg16O48,2.8315,2.889809429049492,0.05830942904949188
103626,C4Co2H4N8,2.4885,2.546787523031235,0.058287523031234745
90651,Br1Li1Se2,0.0,0.058248413801193236,0.058248413801193236
90650,Br1Li1Se2,0.0,0.058248413801193236,0.058248413801193236
76848,Bi2Fe2O6,1.8948,1.9530117225646972,0.0582117225646972
168564,Ge16Mg16O48,2.8315999999999995,2.889809429049492,0.058209429049492556
158367,Ga1Hg1Sc1,0.0582,0.0,0.0582
232015,O4Si2,5.0149,5.073090763092041,0.058190763092040854
230407,O4Pb2,0.1345,0.19263804018497468,0.058138040184974676
3365,Ag1Ca1Ir1,0.0581,0.0,0.0581
232016,O4Si2,5.015,5.073090763092041,0.05809076309204109
232018,O4Si2,5.0151,5.073090763092041,0.05799076309204043
90748,Br1Mg1O3,0.0,0.057926326990127563,0.057926326990127563
109126,Cd1Pb1Se2,0.0,0.05792030155658722,0.05792030155658722
917,Ag6As2S6,1.409,1.3510873448848724,0.057912655115127665
73071,B1F3P1,0.0,0.05789181768894196,0.05789181768894196
73070,B1F3P1,0.0,0.05789181768894196,0.05789181768894196
78348,Bi2I6,2.4138,2.3559220558404923,0.057877944159507866
197232,K2P2Sb2,0.0,0.057843066453933716,0.057843066453933716
16330,Al1Cl2Sr1,0.0,0.0578397798538208,0.0578397798538208
76849,Bi2Fe2O6,1.8952,1.9530117225646972,0.05781172256469724
147043,Eu4O14Ru4,0.0,0.05776583135128021,0.05776583135128021
147042,Eu4O14Ru4,0.0,0.05776583135128021,0.05776583135128021
155452,F2Fe2Li2O8S2,2.6096,2.6673422062397005,0.05774220623970061
80671,Bi12O20Si1,2.4208,2.478541271686554,0.057741271686554185
76850,Bi2Fe2O6,1.8953,1.9530117225646972,0.057711722564697254
183855,Hg2Se1Si1,0.0,0.05770557701587677,0.05770557701587677
33333,As1F1O3,0.0,0.05768804848194122,0.05768804848194122
41818,Au1Cs1F3,0.0,0.05766778111457825,0.05766778111457825
134865,Cs1F3Zr1,0.0,0.057648609280586245,0.057648609280586245
156718,F3Ni1Sn1,0.0,0.057646965980529784,0.057646965980529784
90344,Br8K4Zn2,3.8919,3.8342725825309754,0.05762741746902478
16216,Al4Cl16P4,1.5584,1.5007771903276443,0.05762280967235567
24085,Al22Na2O34,4.5067,4.564319587945938,0.05761958794593802
190955,I4O14Ti2,2.6292,2.5715849208831787,0.05761507911682129
49580,Ba1Co1Na1,0.0576,0.0,0.0576
161742,Ga1Ni1O3,0.0,0.05759328484535217,0.05759328484535217
232363,O8Si2U2,2.5475,2.489907430410385,0.05759256958961467
80672,Bi12O20Si1,2.421,2.478541271686554,0.05754127168655421
7488,Ag2La2O2S2,1.6685,1.7260402143001556,0.057540214300155546
222505,Na1Se2Tl1,0.0,0.05753576934337616,0.05753576934337616
230526,O12Pb4Ti4,2.5498,2.492270495891571,0.05752950410842894
72699,Be1W2Zr1,0.0575,0.0,0.0575
115233,Cl2H12Ni1O6,3.9010999999999996,3.8436081701517106,0.05749182984828893
76851,Bi2Fe2O6,1.8957,1.9530117225646972,0.0573117225646973
156145,F6K2Na1Sc1,6.6424,6.699699820876122,0.05729982087612129
10613,Ag1Se2Ti1,0.0,0.05729639530181885,0.05729639530181885
87887,Br2Cu1K1,0.5489999999999999,0.49176028072834016,0.05723971927165977
217290,Mo1Na1Se2,0.0,0.05722244679927826,0.05722244679927826
217289,Mo1Na1Se2,0.0,0.05722244679927826,0.05722244679927826
115770,Cl2K1Sn1,0.0,0.05720875263214111,0.05720875263214111
27872,Al1Sc1W2,0.05720000000000001,0.0,0.05720000000000001
118164,Cl1Se2Tl1,0.0,0.0571977972984314,0.0571977972984314
118288,Cl2Si1Tl1,0.0,0.057178077697753904,0.057178077697753904
73378,B1Ga1Se1,0.0,0.057174243330955506,0.057174243330955506
73376,B1Ga1Se1,0.0,0.057174243330955506,0.057174243330955506
205849,Li8O12Ru4,0.0,0.057136995196342466,0.057136995196342466
169188,Ge1Mn1Se2,0.0,0.05700662672519684,0.05700662672519684
169187,Ge1Mn1Se2,0.0,0.05700662672519684,0.05700662672519684
75235,Bi1Cd1Ga1,0.057,0.0,0.057
203562,La1Se2Zn1,0.0,0.056984168291091916,0.056984168291091916
203563,La1Se2Zn1,0.0,0.056984168291091916,0.056984168291091916
21944,Al2K8P2,0.0,0.056967735290527344,0.056967735290527344
7490,Ag2La2O2S2,1.6691,1.7260402143001556,0.05694021430015561
91650,Br8O8Pb12,2.3894,2.446329851746559,0.056929851746558846
112628,C4H4O8Rb4,4.4349,4.37802468597889,0.056875314021110235
204328,Li1Mg1P1,0.0,0.05686694622039795,0.05686694622039795
75147,Bi1Ca1Se2,0.0,0.05686475515365601,0.05686475515365601
115435,Cl2In2S8Sb4,1.5751,1.518241087794304,0.056858912205695944
113741,Cl2Cu1Zn1,0.0,0.056852704286575316,0.056852704286575316
103903,Cd1Cl2Cu1,0.0,0.056826411485671996,0.056826411485671996
103904,Cd1Cl2Cu1,0.0,0.056826411485671996,0.056826411485671996
40743,Au1Ca1O3,0.0,0.05681764721870423,0.05681764721870423
76854,Bi2Fe2O6,1.8962,1.9530117225646972,0.05681172256469713
140145,Cu4Mg2P4,0.0,0.056805596351623536,0.056805596351623536
124701,Co8O16Si4,3.2407000000000004,3.297496835589409,0.05679683558940862
55889,Ba2O4Pb1,1.2224,1.1656387424468995,0.056761257553100464
246880,Se1Te2W1,0.0,0.05672452688217163,0.05672452688217163
246879,Se1Te2W1,0.0,0.05672452688217163,0.05672452688217163
145994,Dy16O24,3.9262000000000006,3.9828909963369368,0.056690996336936195
100055,Ca1Nb1Se2,0.0,0.05668673098087311,0.05668673098087311
66357,Be1F3Mn1,0.0,0.05667632341384888,0.05667632341384888
55888,Ba2O4Pb1,1.2223000000000002,1.1656387424468995,0.0566612575531007
22027,Al1K1Se1,0.5066,0.5632493108510971,0.056649310851097034
84705,B4Nd4O12,3.7145,3.6578561049699783,0.056643895030021874
101596,Ca4P4Si4,0.0,0.0566407185792923,0.0566407185792923
101592,Ca4P4Si4,0.0,0.0566407185792923,0.0566407185792923
101594,Ca4P4Si4,0.0,0.0566407185792923,0.0566407185792923
101590,Ca4P4Si4,0.0,0.0566407185792923,0.0566407185792923
76856,Bi2Fe2O6,1.8964,1.9530117225646972,0.05661172256469715
115162,Cl1Hg2Si1,0.0,0.05655964910984039,0.05655964910984039
