,Compound,myY,Fit,AbsResidual
55948,Ba2O6Re1Y1,0.0,0.0928946566581726,0.0928946566581726
233340,O8Sr2W2,4.4091,4.501981000304222,0.09288100030422264
24237,Al1Na1Se1,0.0,0.09284152328968048,0.09284152328968048
87086,Br1Cl1Hg1,0.0,0.09284152328968048,0.09284152328968048
234788,O2Zn2,1.8093,1.716490997672081,0.09280900232791889
80631,Bi4O14Ru4,0.0,0.09275716722011566,0.09275716722011566
18051,Al2Cu2S4,2.0697,1.977018693089485,0.09268130691051502
55945,Ba2O6Re1Y1,0.0,0.09267500221729279,0.09267500221729279
156111,F3K1Mn1,2.6985000000000006,2.79116541326046,0.0926654132604594
18299,Al2Cu4Ti2,0.0,0.09260160148143769,0.09260160148143769
230550,O3Pb1Ti1,2.1813,2.088752141594887,0.09254785840511293
55947,Ba2O6Re1Y1,0.0,0.09254627704620362,0.09254627704620362
113836,Cl2Fe2Mo2O8,1.925,1.8324970263242721,0.0925029736757279
129122,Cr1Ge1Ni1,0.0925,0.0,0.0925
106554,Cd1In1La1,0.0925,1.0955333709716796e-06,0.09249890446662903
205490,Li2Ni2O16Rb10Si4,2.9915,2.89900150179863,0.0924984982013699
230551,O3Pb1Ti1,2.1813,2.088801988363266,0.09249801163673377
117056,Cl14Nb6Se10,0.9899,0.8974121862649918,0.09248781373500825
87312,Br1Cl2Sn1,0.0,0.09244274914264679,0.09244274914264679
139007,Cu2K2O4,1.1942,1.286623970270157,0.09242397027015703
234787,O2Zn2,1.8089,1.7164849722385407,0.09241502776145927
246657,Se2Ta1,0.0,0.0924038577079773,0.0924038577079773
228233,Ni1Ru1Si1,0.09240000000000001,0.0,0.09240000000000001
196640,K1O3Ta1,2.3227,2.2303240847587587,0.09237591524124156
102722,Ca8Sn4,0.0931,0.0007849496603012085,0.09231505033969879
196639,K1O3Ta1,2.3226,2.2303454476594924,0.09225455234050761
245067,Sb1Se2Tl1,0.0,0.09221323490142823,0.09221323490142823
87486,Br2Co1O2Sr2,0.0,0.09220392286777497,0.09220392286777497
197234,K2P4Sb8,0.0,0.09215407609939576,0.09215407609939576
142043,Cu4O4Rb4,1.453,1.360852929353714,0.09214707064628613
230122,N8O24Tl8,2.8032,2.895276688337326,0.0920766883373263
185750,I8Li8O24,3.5859,3.6779476392269137,0.09204763922691361
156112,F3K1Mn1,2.6987,2.7906609201431274,0.09196092014312729
234786,O2Zn2,1.8083,1.7163452917337418,0.09195470826625818
98464,Ca1K2Te1,0.0,0.09195304572582245,0.09195304572582245
230639,O24Pb8Zr8,2.7870999999999997,2.695206001996994,0.0918939980030058
188910,In4Pd2Sr2,0.0,0.09188074052333832,0.09188074052333832
52852,Ba1Hg1Te2,0.0,0.09187909722328186,0.09187909722328186
173081,Ge2Se4,1.4574,1.3655450987815858,0.09185490121841422
145999,Dy16O24,3.929,3.8371828669309616,0.09181713306903827
163249,Ga1Pt1Rh1,0.0918,0.0,0.0918
112145,C1F3Se1,0.0928,0.0010308969020843507,0.09176910309791564
132638,Cr4O12Y4,2.4622,2.370431299805641,0.09176870019435901
210072,Mg1O6Pb2Te1,2.2309,2.322660019397736,0.0917600193977357
231107,O8P2Y2,5.8077,5.715979872345924,0.09172012765407533
16366,Al8Cl32Te16,1.3444,1.4360519832372665,0.09165198323726642
232510,O8Sn4,0.1517,0.06005385279655456,0.09164614720344544
201664,La2P10,0.0,0.09160247504711151,0.09160247504711151
220484,Na4O16Ru8,0.0,0.09158823311328888,0.09158823311328888
184582,H8Li4N4,3.1181,3.026565955281258,0.09153404471874227
41420,Au2Cl14Te2,1.5768000000000002,1.4852918261289596,0.0915081738710406
232335,O28Si8Sr4V4,2.8827000000000003,2.791220737695694,0.09147926230430636
246655,Se2Ta1,0.0,0.09144417047500611,0.09144417047500611
234785,O2Zn2,1.8076,1.7161689108610154,0.09143108913898468
145278,Cu1Te1Tl1,0.0,0.09141897320747376,0.09141897320747376
233332,O4Sr2V1,0.0,0.09138555943965912,0.09138555943965912
220805,Na2O13Ti6,3.3109,3.219515674710274,0.0913843252897264
40298,Au1Br1Li2,0.0,0.09138117730617523,0.09138117730617523
205858,Li8O16S4,6.026,6.117355363368988,0.09135536336898831
221599,Na2Pt1Te1,0.0,0.09135214567184448,0.09135214567184448
136073,Cu2F6K2,1.4175,1.5088205963373185,0.09132059633731848
226707,Ni2O12Sb4,0.8785,0.9697365605831146,0.09123656058311469
230637,O24Pb8Zr8,2.7866000000000004,2.6953780007362367,0.09122199926376373
64296,Be1C1F3,0.0,0.09120096206665039,0.09120096206665039
108981,Cd8O48S12Tl8,4.1314,4.0402175188064575,0.09118248119354266
100617,Ca2O6Si2,3.6711,3.579931911826134,0.09116808817386612
111627,Ce4O14Zr4,2.9834,3.0745585334300993,0.09115853343009928
200064,La4Mn4O12,0.0,0.09106730699539185,0.09106730699539185
138333,Cu1In1Ru1,0.0911,3.341376781463623e-05,0.09106658623218536
127759,Cr4Cu2O8,0.5673,0.6583536583185196,0.09105365831851953
114228,Cl2Ga1P1,0.0,0.09101746022701264,0.09101746022701264
92485,Br2Si1Sr1,0.0,0.09100431382656098,0.09100431382656098
62965,B1Cu1Zr1,0.091,6.573200225830078e-06,0.09099342679977417
103522,C4Cl10H12Se2Ta2,2.521,2.6119887393713,0.09098873937130003
95239,Ca1Cu3O12V4,0.0,0.09097528219223022,0.09097528219223022
214616,Mn2Pb8S28Sb12,1.1251,1.2160749077796935,0.09097490777969353
235961,Pb4S4,0.4145,0.505438562631607,0.09093856263160705
229510,Ni1Sn1Zr1,0.0909,0.0,0.0909
149671,Fe2La2O6,1.0972,1.0063049167394638,0.09089508326053619
93217,B1Se1Zn1,0.0,0.09089256942272186,0.09089256942272186
74379,B16H64N8,5.7249,5.634032332897187,0.09086766710281324
58041,Ba2Se6Ta2,0.0,0.09075343668460846,0.09075343668460846
228308,Ni3S3,0.0,0.09072933495044708,0.09072933495044708
145997,Dy16O24,3.9277000000000006,3.83699498295784,0.09070501704216083
228306,Ni3S3,0.0,0.09069866001605988,0.09069866001605988
240441,P1Se1Tl1,0.0,0.09067236721515655,0.09067236721515655
228303,Ni3S3,0.0,0.0906471699476242,0.0906471699476242
220804,Na1O3Ti1,0.0,0.09063183248043061,0.09063183248043061
234643,O6W2,0.7364,0.6458306163549423,0.09056938364505773
196515,K1O3Sr1,0.0,0.09049817740917206,0.09049817740917206
228301,Ni3S3,0.0,0.09049434304237365,0.09049434304237365
135030,Cs2I6Te1,1.4092999999999998,1.318817861676216,0.09048213832378371
8462,Ag1Na2Se1,0.0,0.0904773622751236,0.0904773622751236
128374,Cr2Fe1Se4,0.1626,0.07215949654579162,0.09044050345420837
146445,Er4H4O32S8,4.8891,4.798704570531845,0.09039542946815526
58530,Ba4S16Y8,1.7639,1.67351103246212,0.09038896753787995
138351,Cu2In2S4,0.418,0.3276154202222824,0.09038457977771758
129907,Cr5In1Se8,0.1743,0.08391949951648713,0.09038050048351289
7235,Ag1K1P1,0.0,0.09037438213825226,0.09037438213825226
113621,Cl1Cu1Se1,0.0,0.0903070068359375,0.0903070068359375
31502,As2C2F22N4S6,3.2564,3.166100206375122,0.09029979362487817
147447,Fe2Ga1Nb1,0.0902,0.0,0.0902
52294,Ba4H8,2.8558,2.945998787879944,0.09019878787994395
146179,Dy8S20Zr4,1.2214,1.3115665262937546,0.09016652629375455
234783,O2Zn2,1.8060999999999998,1.7160029375553132,0.09009706244468663
156988,F8Pb4,4.3561,4.266016258597374,0.09008374140262543
226635,Ni1O6Os1Sr2,0.0,0.09007694482803345,0.09007694482803345
134951,Cs2Ho2Te6Zn2,1.4581,1.3681009781360627,0.08999902186393727
82744,B1K1Se2,0.0,0.0899394553899765,0.0899394553899765
196465,K4O18Si6Ti2,3.6826,3.772519557476044,0.08991955747604408
159931,Ga4Li12Na8O16,3.2992999999999997,3.2094088315963747,0.08989116840362499
198540,K8Se16W4,1.3216,1.2318155312538146,0.08978446874618551
234714,O24Y16,4.0561,4.145884451270104,0.08978445127010382
103334,C2Cd2Cl4H8N4O2,3.597,3.507253680229187,0.08974631977081282
39029,As4Si2Zn2,0.904,0.8142573690414429,0.08974263095855717
142057,Cu2O8Rh4,0.0,0.08962722837924958,0.08962722837924958
50377,Ba3Cu2O10Pt1Y2,1.3292000000000002,1.239617919921875,0.08958208007812507
88543,Br1F3Sr1,0.0,0.0895757383108139,0.0895757383108139
115736,Cl1K1Se2,0.0,0.08957519054412842,0.08957519054412842
233334,O7Sr3V2,0.2012,0.2907123786211014,0.0895123786211014
231909,O24Si12,5.5206,5.431103947758674,0.08949605224132551
222860,Na1S2Sn1,0.0,0.08943496227264404,0.08943496227264404
226378,Nd8P8S32,2.2023,2.2916958642005922,0.08939586420059209
119369,Co1Cu2Se4Sn1,0.0,0.08936539590358734,0.08936539590358734
88802,Br2Ga1Sb1,0.0,0.089359370470047,0.089359370470047
153947,Fe4Sb4Se4,0.0,0.08935060620307922,0.08935060620307922
145994,Dy16O24,3.9262000000000006,3.836855302453041,0.0893446975469594
167465,Ge24K12O54,2.9405,3.0298279058933257,0.08932790589332562
113622,Cl1Cu1Se1,0.0,0.08930842816829682,0.08930842816829682
111106,Ce6Cu2S14Sn2,1.6409000000000002,1.5517567402124406,0.08914325978755966
36775,As12Na20Sn4,0.3289,0.4179722738265991,0.0890722738265991
234919,O8Zr4,3.4526,3.3636566436290742,0.08894335637092565
149993,Fe2Li4O8Si2,2.8294,2.9183316403627395,0.08893164036273937
166724,Ge2In2O7,1.8693,1.958213315010071,0.08891331501007094
118486,Cl16Yb8,3.4038,3.3149043130874634,0.08889568691253658
62668,B1Cu1Os1,0.0889,5.477666854858399e-06,0.08889452233314515
177514,Hf8O24Pb8,2.7699,2.6810117238759994,0.08888827612400041
5394,Ag1F3Tl1,0.0,0.08886473715305328,0.08886473715305328
249526,Te4Yb2,0.0,0.08885871171951294,0.08885871171951294
77802,Bi4Ge4Rb4S16,1.9812,1.8923558741807938,0.08884412581920631
143060,Cu6P2Se8,0.3116,0.22283532202243805,0.08876467797756193
156801,F3O1Rb1,0.0,0.08873765528202057,0.08873765528202057
124895,C1O3Pb1,0.0,0.08873436868190765,0.08873436868190765
104048,Cd1Cl1Se2,0.0,0.0887173879146576,0.0887173879146576
195530,K4Na8,0.0,0.08868452191352845,0.08868452191352845
84880,B2N2U2,0.0,0.08855908334255219,0.08855908334255219
58499,Ba2S6Ta2,0.0,0.08833340346813202,0.08833340346813202
30540,As16Br24Hg32,0.7298,0.6414939475059509,0.0883060524940491
234782,O2Zn2,1.8037,1.7154102540016174,0.08828974599838268
149670,Fe2La2O6,1.0941,1.0058261686563492,0.08827383134365085
136670,Cu1Gd2O4,0.0,0.08823863983154297,0.08823863983154297
136671,Cu1Gd2O4,0.0,0.08822932779788971,0.08822932779788971
38670,As8S16,1.3229,1.2346732300519943,0.08822676994800571
136668,Cu1Gd2O4,0.0,0.08818550646305084,0.08818550646305084
157269,F3Si1Xe1,0.0,0.08814223289489746,0.08814223289489746
145277,Cu2Te6Ti2Tl2,0.2653,0.35336593210697176,0.08806593210697178
60368,B8Br4P2,0.0,0.08805678129196166,0.08805678129196166
48420,Ba2C4Ca4F4O12,4.7264,4.638354637622833,0.08804536237716665
136669,Cu1Gd2O4,0.0,0.08802117645740509,0.08802117645740509
218106,Mo1Pb1Pd1,0.08800000000000001,0.0,0.08800000000000001
230634,O24Pb8Zr8,2.7832,2.695206001996994,0.087993998003006
124839,Co18O36Te6,1.3973000000000002,1.3093655997514724,0.08793440024852783
122257,Co4K8O8,0.7716,0.8594853687286377,0.08788536872863772
114055,Cl16Ga8,3.8289,3.7410415971279143,0.08785840287208568
51310,Ba2F22Li2Zr4,5.7305,5.642722103595734,0.08777789640426636
165083,Ga2Te4Zn1,1.1098,1.0220340371131897,0.08776596288681016
3701,Ag2Ce6Ge2S14,1.8303,1.7425493544340134,0.08775064556598666
197210,K8P16Ru4,0.08779999999999999,5.09423017501831e-05,0.08774905769824981
198664,K1Si1Y1,0.0882,0.00047053158283233643,0.08772946841716767
130842,Cr2Li2O12Si4,3.2188,3.131162003874779,0.08763799612522094
14196,Al1Br2Hg1,0.0,0.08758186757564544,0.08758186757564544
117690,Cl4Pd2Se12,1.3391999999999997,1.2516594749689103,0.08754052503108944
173879,Ge1Ti1V2,0.0875,0.0,0.0875
12114,Al1Au1Se1,0.0994,0.011941861510276795,0.08745813848972321
108798,Cd4O8,1.4193,1.50674784719944,0.08744784719943999
130844,Cr2Li2O12Si4,3.219,3.1316150069236754,0.08738499307632441
66669,Be1Ga1Se1,0.0,0.08734687566757202,0.08734687566757202
15108,Al4Ca12P10,0.0,0.08730031549930573,0.08730031549930573
185067,H8N4O16Zn2,3.433,3.520299839377403,0.08729983937740338
134721,Cs2Fe2O4,1.9717,2.058936653137207,0.08723665313720708
231105,O8P2Y2,5.8029,5.71572680413723,0.08717319586277039
240494,P1Se1Zn1,0.0,0.08712119579315186,0.08712119579315186
22348,Al2La2O6,3.733,3.6459230077266693,0.08707699227333077
54762,Ba2Mn1O6W1,0.0,0.08700561702251434,0.08700561702251434
184351,H8Hg6O22S4,1.7352,1.648216262459755,0.08698373754024513
194304,K2La1Te1,0.0,0.08696289122104645,0.08696289122104645
14824,Al2Ca2F12Li2,7.6403,7.553395295739174,0.0869047042608262
954,Ag28As4Se24,0.1077,0.020858407616615296,0.08684159238338471
145990,Dy16O24,3.9236,3.8367610865831376,0.08683891341686234
17951,Al1Cu1O2,1.9993,2.086060416102409,0.08676041610240914
166725,Ge2In2O7,1.8723,1.9589106220006942,0.08661062200069414
44109,Au6K2Sn6,0.0,0.08658493220806122,0.08658493220806122
233342,O8Sr2W2,4.4175,4.5040542972087865,0.08655429720878605
173792,Ge4Te12Tl12,0.66,0.5734799492359162,0.08652005076408387
50124,Ba7Cu1F34Fe6,2.5069999999999997,2.420480194091797,0.08651980590820285
170602,Ge4N4O2,2.5527,2.4662389796972275,0.0864610203027727
134685,Cs2Cu1N6O12Pb1,0.0,0.0862874948978424,0.0862874948978424
226285,Nd2O3,3.6536,3.7398540389537813,0.08625403895378136
118634,C2Na4O6,3.7878,3.7016089689731597,0.08619103102684011
234288,O4Ti2,2.5872,2.5010292851924896,0.0861707148075106
87699,Br2Cr2S2,0.7575,0.671375167965889,0.08612483203411092
74661,Bi1Br2K1,0.0,0.0861061841249466,0.0861061841249466
87857,Br8Cu2H24N4O4,0.0,0.08601196825504304,0.08601196825504304
7735,Ag1Li1Se1,0.0,0.08595335721969605,0.08595335721969605
78510,Bi2I2O2,1.5043,1.5901705223321916,0.08587052233219161
157022,F3Pb1Si1,0.0,0.08585311591625214,0.08585311591625214
111105,Ce6Cu2S14Sn2,1.6376,1.5517567402124406,0.08584325978755936
66424,Be4F16Tl8,4.4237,4.337880508899689,0.0858194911003114
189564,In8Rb8S16,2.1581,2.2438950043916703,0.0857950043916702
87700,Br2Cr2S2,0.7609999999999999,0.6752352797985077,0.08576472020149217
220162,Na1Ni1O2,1.1071,1.02134111225605,0.08575888774394991
112803,C2La2O2,2.9885,2.9028199833631514,0.08568001663684877
83150,B2Li6N4,3.4442,3.358578298687935,0.08562170131206503
190943,I1O3Sr1,0.0,0.08558854460716248,0.08558854460716248
73021,B4F16In4,4.5543,4.6398763334751125,0.08557633347511295
39375,Au2Ba1Br1,0.0,0.08548282563686371,0.08548282563686371
18522,Al2Dy6Fe2S14,1.7790000000000001,1.6935423123836517,0.08545768761634842
233368,O6Sr2Zr2,3.1672,3.0818038433790207,0.0853961566209791
100691,Ca9O15Si3,3.286,3.371395491361618,0.08539549136161817
234490,O14V8,0.8057,0.8910575449466706,0.08535754494667058
6828,Ag1I1,1.9769999999999999,2.062321303486824,0.0853213034868241
6829,Ag1I1,1.9769999999999999,2.0623037749528885,0.08530377495288866
22743,Al4Li16P4,0.0,0.08530370593070984,0.08530370593070984
74377,B12H24N12,5.3474,5.262129976153374,0.08527002384662641
132233,Cr4O6,2.7242,2.809463011622429,0.08526301162242866
207862,Li2Se1Te1,0.0,0.0852626234292984,0.0852626234292984
138270,Cu2In2O16W4,1.1132,1.0279811400175094,0.08521885998249057
17955,Al1Cu1O2,2.0007,2.0859174489974976,0.0852174489974975
88541,Br4F20Sn12,3.1942,3.279388764500618,0.08518876450061796
6833,Ag1I1,1.9770999999999999,2.0622643357515336,0.0851643357515337
165599,Gd4O14Ti4,3.2703000000000007,3.3554626017808915,0.08516260178089086
177512,Hf8O24Pb8,2.7659,2.6807876873016356,0.08511231269836417
200972,La1Ni1O2,0.0,0.08500024318695068,0.08500024318695068
245344,Sb2Te3,0.107,0.022006526589393616,0.08499347341060638
86854,Br1Cd1Ga1,0.09929999999999999,0.014308213591575622,0.08499178640842436
200971,La1Ni1O2,0.0,0.08496025621891022,0.08496025621891022
22301,Al2La2O6,3.5598,3.6447562646865843,0.08495626468658424
22710,Al2Li2O12Si4,5.3812,5.29625967502594,0.08494032497405968
195634,K1Na2Rh1,0.08499999999999999,6.46364688873291e-05,0.08493536353111267
82585,B2K1N1,0.0,0.08489945411682129,0.08489945411682129
23308,Al1Mg1Tc1,0.0849,2.1910667419433593e-06,0.08489780893325806
156568,F4Na4O16Si2U4,3.0716,2.986704973578453,0.08489502642154712
185028,H40N8O16S4,4.8469999999999995,4.762152099609375,0.08484790039062418
145077,Cu4S8Yb4,0.0,0.08476141691207886,0.08476141691207886
145080,Cu4S8Yb4,0.0,0.08474662721157074,0.08474662721157074
108343,Cd1Na2Te1,0.0,0.08469897150993347,0.08469897150993347
152216,Fe20O48Tb12,1.6824,1.5978304916620254,0.0845695083379745
54838,Ba4Mn4S8,1.5430000000000001,1.458511512875557,0.08448848712444312
139273,Cu2K1V1,0.08450000000000002,2.2458434104919435e-05,0.0844775415658951
190710,In16Te12,0.1142,0.029747565388679505,0.08445243461132049
49467,Ba2Co8Dy2O14,0.0,0.084388387799263,0.084388387799263
41134,Au1Cl1Hg1,0.0951,0.010741156935691833,0.08435884306430817
88816,Br1Ga1Se1,0.0,0.08430457949638366,0.08430457949638366
2731,Ag1Br2Cu1,0.0,0.0842875987291336,0.0842875987291336
94416,Ca1Cl1Te1,0.0,0.08427061796188355,0.08427061796188355
16123,Al6Cl2Na8O24Si6,4.6772,4.7614630091190335,0.0842630091190335
132235,Cr4O6,2.7251,2.809360579252243,0.08426057925224306
147168,Eu8S16Sn4,0.9413,1.0255331707000732,0.08423317070007319
93638,C1,0.0,0.08419447839260101,0.08419447839260101
181943,Hg1Na2P1,0.0,0.08414791822433472,0.08414791822433472
112537,C4H16N8O8S4,2.9514,2.867299504876137,0.08410049512386308
116429,Cl1Mg1Tl1,0.0,0.08406630098819733,0.08406630098819733
93639,C1,0.0,0.08405698895454407,0.08405698895454407
3571,Ag4Cd2Ge2S8,0.983,1.067006777524948,0.08400677752494812
80540,Bi8O12,1.6116,1.6955898642539977,0.08398986425399779
13998,Al3B4O12Y1,5.3542,5.4381630170345305,0.0839630170345309
59428,B1Ba1Te1,0.0,0.08394853115081786,0.08394853115081786
43760,Au4In4P4,0.0,0.08388389468193054,0.08388389468193054
205725,Li1N2Tl1,0.0,0.08386143624782562,0.08386143624782562
108791,Cd1O1,0.0,0.08383788228034973,0.08383788228034973
108789,Cd1O1,0.0,0.08382254481315612,0.08382254481315612
108784,Cd1O1,0.0,0.08381542384624481,0.08381542384624481
108783,Cd1O1,0.0,0.08381268501281738,0.08381268501281738
122262,Co8K8O48S12,3.8151,3.731297375559807,0.08380262444019326
185467,H32O56Re8Sb8,2.9322999999999997,2.8484974133968355,0.0838025866031642
45502,Au4O14Se4,1.2093000000000003,1.1255696094036103,0.08373039059638998
41133,Au1Cl1Hg1,0.0946,0.010886862874031067,0.08371313712596894
80624,Bi4O12Rh4,0.9062999999999999,0.8226014989614486,0.08369850103855125
111978,C12Fe4O12Se4,2.1471,2.0634036904573443,0.08369630954265572
112155,C2Ga2Ge4H10N2O12,3.4815,3.5651685041189194,0.08366850411891935
76369,Bi8Cu4O16,0.8281,0.911713278889656,0.08361327888965608
85024,B8O16Sr4,4.9374,5.021006915569306,0.08360691556930533
162170,Ga4O6,2.6523,2.7358880859613417,0.08358808596134182
168594,Ge2Mg2O6,2.4406000000000003,2.3570427864789965,0.08355721352100387
132236,Cr4O6,2.7256,2.809078479409218,0.08347847940921804
136464,Cu2Ga2S4,1.1386,1.0552900481224061,0.08330995187759394
117739,Cl12P12Ru4,0.0851,0.0018010568618774415,0.08329894313812256
190709,In16Te12,0.1131,0.029812201857566833,0.08328779814243317
154539,Fe1Se1Zr1,0.0833,2.848386764526367e-05,0.08327151613235474
36778,As1Na1Sn1,0.0839,0.0006310272216796875,0.08326897277832032
164353,Ga4Se4,0.9797,0.8964431869983673,0.08325681300163268
217715,Mo4O22Pb2Se4,2.3888,2.4719538295269015,0.08315382952690165
118755,C8N8Se12,1.9904,1.9072617012262345,0.08313829877376544
135494,Cu4Eu2,0.0,0.08311483025550842,0.08311483025550842
185743,I2Li2O6,3.6754,3.5923223942518234,0.08307760574817635
62683,B4Cu4O12Sr2,1.1807,1.2637497812509537,0.08304978125095364
116382,Cl2Mg1Se1,0.0,0.08302116215229034,0.08302116215229034
55042,Ba1Mo6S8,0.083,0.0,0.083
50079,Ba4Cu4Dy8O20,1.0598,1.142715802192688,0.0829158021926879
9015,Ag4O24Sr2V8,2.7903,2.7074688547849655,0.08283114521503432
53724,Ba1K2Se1,0.0,0.08277959704399108,0.08277959704399108
91631,Br4N4Zn8,2.1155,2.0327287560701373,0.08277124392986268
91301,Br2Na1Se1,0.0,0.0824618923664093,0.0824618923664093
119603,Co2F4,6.3178,6.4002450859546665,0.08244508595466638
164357,Ga4Se6,1.0592,1.1415479636192323,0.08234796361923236
35543,As4K12Se12,2.1054,2.0230940878391266,0.08230591216087335
225488,Nb4Se8,0.0,0.0822805815935135,0.0822805815935135
73101,B4F36Sn12,4.3667,4.448958280682564,0.0822582806825638
51736,Ba1Ga1Se2,0.0,0.08223676025867462,0.08223676025867462
50417,Ba2Cu2O7Tl1Y1,0.0,0.08215678632259368,0.08215678632259368
8719,Ag2Ni1O2,0.0,0.0821409010887146,0.0821409010887146
88993,Br1Ge1K2,0.0,0.0821135127544403,0.0821135127544403
19381,Al6F38Pb10,5.1733,5.091192260980606,0.08210773901939383
141013,Cu8Na4O8,0.8144,0.7323070907592774,0.08209290924072266
112878,Cl2Co5O12Se4,3.2501,3.16802615404129,0.08207384595871003
105112,Cd1F3Hg1,0.0,0.08201162815093994,0.08201162815093994
132237,Cr4O6,2.7264,2.80838774561882,0.08198774561882027
136460,Cu2Ga2S4,1.1358,1.0538313454389572,0.08196865456104274
136461,Cu2Ga2S4,1.1358,1.0538888609409331,0.08191113905906677
114373,Cl1Ga2Te1,0.0,0.08189166724681854,0.08189166724681854
168592,Ge2Mg2O6,2.4389,2.357012111544609,0.08188788845539063
95922,Ca1F3Se1,0.0,0.08182648301124573,0.08182648301124573
77182,Bi1F3Rb1,0.0,0.08177225410938263,0.08177225410938263
240625,P4Si2Zn2,1.3652,1.4469662344455718,0.08176623444557185
32429,As8Cs8O40Ti8,3.187,3.2686854034662245,0.08168540346622466
168593,Ge2Mg2O6,2.4389,2.357238339185715,0.08166166081428505
114374,Cl2Ga1Te1,0.0,0.08163366913795471,0.08163366913795471
210073,Mg1O6Pb2Te1,2.2442,2.3258326840400696,0.0816326840400694
50767,Ba4Dy8S16,1.7476,1.8292257636785507,0.08162576367855068
165600,Gd4O14Ti4,3.2736999999999994,3.3553251123428347,0.08162511234283532
35909,As2Li3Nd1,0.1347,0.05308406949043274,0.08161593050956725
246410,Se4Sn4,0.5296,0.6111931377649308,0.08159313776493082
132248,Cr4O6,2.7279999999999998,2.8095008075237273,0.08150080752372757
16124,Al6Cl2Na8O24Si6,4.6798,4.7612932014465335,0.08149320144653327
221062,Na1Pb1Y1,0.0815,7.668733596801758e-06,0.0814923312664032
98345,Ca1K2P1,0.0,0.0814561927318573,0.0814561927318573
136741,Cu1Ge4Ho2O12,2.19,2.2714454776048663,0.08144547760486631
34636,As2H12N2O8,4.1337,4.0522826278209685,0.08141737217903167
35573,As2K2Sn2,0.2829,0.20161812722682954,0.08128187277317045
76370,Bi8Cu4O16,0.83,0.9112706834077835,0.08127068340778354
132244,Cr4O6,2.7276,2.808825958967209,0.08122595896720908
245043,Sb2Se1Te2,0.0,0.08119764685630798,0.08119764685630798
147026,Eu2N14Si8Y2,2.2053,2.124195384979248,0.08110461502075195
88616,Br1Ga2Ir1,0.0811,3.615260124206543e-05,0.08106384739875794
134056,Cr3Se4,0.0,0.08103769898414612,0.08103769898414612
139009,Cu2K2O4,1.2055,1.28650346159935,0.08100346159935001
141997,Cu1O2Pr1,2.8280000000000003,2.7470515710115433,0.080948428988457
30579,As1Br1K2,0.0,0.08088268101215362,0.08088268101215362
230656,O4Pd2,0.0,0.08088268101215362,0.08088268101215362
132251,Cr4O6,2.7279999999999998,2.808845130801201,0.08084513080120104
211045,Mg4P8Si4,1.8272,1.7463623583316803,0.08083764166831964
3846,Ag1Cl2Hg1,0.0,0.08083283424377441,0.08083283424377441
220390,Na6O6,1.7551,1.6742790013551712,0.08082099864482895
157014,F3Pb1S1,0.0,0.08078846514225006,0.08078846514225006
90147,Br4K4O16,3.0653,2.9845259577035903,0.08077404229640983
132246,Cr4O6,2.7279999999999998,2.808760774731636,0.08076077473163634
80541,Bi8O12,1.6140999999999999,1.6948103922605515,0.08071039226055166
169064,Ge4Mn4P4,0.0807,7.120966911315918e-06,0.08069287903308868
118697,C2Ni2O6,3.0963,3.0156150037050247,0.08068499629497516
88484,Br1F3Mn1,0.0,0.08066795647144318,0.08066795647144318
132253,Cr4O6,2.7281,2.80873119533062,0.08063119533062002
196675,K1O3V1,0.0,0.08058305263519287,0.08058305263519287
141580,Cu2Nd4O8,0.0,0.08052937150001525,0.08052937150001525
47951,Ba1Br1Se2,0.0,0.08049048006534576,0.08049048006534576
157261,F3Si1Tl1,0.0,0.08048719346523285,0.08048719346523285
77136,Bi1F3K1,0.0,0.0804192703962326,0.0804192703962326
122858,Co1Li1Sb2,0.08040000000000001,5.477666854858398e-07,0.08039945223331453
231194,O30Rb4Si12Ti2,3.9851999999999994,4.065576377511024,0.08037637751102489
205888,Li1O3Si1,0.0,0.08032615005970001,0.08032615005970001
232206,O6Si3,5.729400000000001,5.649082770347595,0.08031722965240551
208405,Li1Te1Y1,0.0,0.08030752599239349,0.08030752599239349
231195,O30Rb4Si12Ti2,3.9853,4.065576377511024,0.08027637751102423
90554,Br1Li1Mg1,0.0,0.0802297431230545,0.0802297431230545
17967,Al1Cu1Os1,0.0802,6.573200225830078e-06,0.08019342679977416
61542,B2Cl1K1,0.0,0.08017277538776398,0.08017277538776398
132256,Cr4O6,2.7286,2.808743793964386,0.08014379396438587
5744,Ag2Ga2Te4,0.5277,0.44758070647716525,0.0801192935228347
156223,F3K1S1,0.0,0.08011087775230408,0.08011087775230408
74762,Bi2Br1O4Yb1,0.0,0.08006815195083618,0.08006815195083618
5393,Ag1F3Tl1,0.0,0.0800676041841507,0.0800676041841507
34635,As2H12N2O8,4.132,4.051969305276871,0.08003069472312863
206877,Li1P1Te1,0.0,0.07997338831424713,0.07997338831424713
74410,B12H8Na12O28,4.5379,4.45795644402504,0.0799435559749595
161498,Ga1Nb1Pd1,0.0799,0.0,0.0799
56106,Ba2O4Sn1,2.0797,1.999835914373398,0.07986408562660197
77181,Bi1F3Rb1,0.0,0.0798276823759079,0.0798276823759079
222488,Na2Se1Te1,0.0,0.07964801490306854,0.07964801490306854
133521,Cr5Rb1Se8,0.1813,0.26085361659526823,0.07955361659526825
42547,Au4Ga8,0.0,0.07951874196529389,0.07951874196529389
